titre,entreprise,contrat,localisation,lien,date_scraping,mot_cle_recherche,source,description
Internship - Data Analytics F/M,Betclic,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/betclic/jobs/internship-data-analytics-f-m_bordeaux_BG_kVAA7Rl,2026-02-10,Data Analyst,WTTJ,
Lead Offshore Wind Analyst,Spinergie,"Maritime SaaS, Permanent, London or Paris",Paris,https://www.welcometothejungle.com/fr/companies/spinergie/jobs/lead-offshore-wind-analyst-maritime-saas-parmanent-london-or-paris,2026-02-10,Data Analyst,WTTJ,
Senior Data Analyst (F/H/N),Combo,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/combo/jobs/senior-data-analyst-f-h-n_paris,2026-02-10,Data Analyst,WTTJ,
Senior Data Analyst - Paris,Swile,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/swile/jobs/senior-data-analyst-paris_paris,2026-02-10,Data Analyst,WTTJ,
Senior Data Analyst,Capgemini,Non précisé,Lyon,https://www.welcometothejungle.com/fr/companies/capgemini/jobs/senior-data-analyst_lyon_CAPGE_1aKX95,2026-02-10,Data Analyst,WTTJ,
Data Analyst Intern,Wooclap,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/wooclap/jobs/data-analyst-intern,2026-02-10,Data Analyst,WTTJ,
Junior Data Analyst (H/F),Allphins,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/allphins/jobs/expert-data-quality-assurance-h-f_paris,2026-02-10,Data Analyst,WTTJ,
Data Analyst Confirmé·e / Senior (H/F/X),Exalt,Non précisé,Lyon,https://www.welcometothejungle.com/fr/companies/exalt/jobs/data-analyst-confirme-e-senior-h-f-x_lyon,2026-02-10,Data Analyst,WTTJ,
Data Analyst Tech / Analytics Engineer (H/F),Axomove,Non précisé,Lille,https://www.welcometothejungle.com/fr/companies/axomove/jobs/data-analyst-tech-analytics-engineer-h-f_lille_AXOMO_0gXXmqd,2026-02-10,Data Analyst,WTTJ,
CONSULTANT.E TABLEAU - DATA ANALYST  (F/H),Actinvision,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/actinvision/jobs/consultant-data-visualisation-f-h_strasbourg,2026-02-10,Data Analyst,WTTJ,
CONSULTANT.E POWER BI - DATA ANALYST  (F/H),Actinvision,Non précisé,Strasbourg,https://www.welcometothejungle.com/fr/companies/actinvision/jobs/consultant-power-bi-data-analyst-f-h_strasbourg,2026-02-10,Data Analyst,WTTJ,
Data & Business Analyst (H/F),Hello Watt,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/hello-watt/jobs/data-business-analyst-stage_paris,2026-02-10,Data Analyst,WTTJ,
Senior Data Analyst,Xpollens,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/xpollens/jobs/senior-data-analyst-h-f_paris,2026-02-10,Data Analyst,WTTJ,
Consultant(e) Data,Oresys,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/oresys/jobs/consultant-data_paris,2026-02-10,Data Analyst,WTTJ,
Consultant DATA (H/F),Oresys,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/oresys/jobs/stage-consultant-data-h-f_paris,2026-02-10,Data Analyst,WTTJ,
Consultant expérimenté DATA (H/F),Oresys,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/oresys/jobs/consultant-experimente-data-h-f_paris,2026-02-10,Data Analyst,WTTJ,
Stagiaire IA & Data Analytics Conformité,Coinhouse,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/coinhouse/jobs/stagiaire-ia-data-analytics-conformite_paris,2026-02-10,Data Analyst,WTTJ,
Data analyst supply (H/F),Mp Data,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/mp-data/jobs/data-consultant-supply-h-f_balma,2026-02-10,Data Analyst,WTTJ,
CDI - Data Analyst (H/F),Hermes,Cdi,Paris,https://www.welcometothejungle.com/fr/companies/hermes/jobs/cdi-data-analyst-h-f_paris_HERMS_YyON2L1,2026-02-10,Data Analyst,WTTJ,
Consultant.e Data Expérimenté.e - Développement Régional Lille,Sopra Steria,Non précisé,Lille,https://www.welcometothejungle.com/fr/companies/sopra-steria/jobs/consultant-e-data-experimente-e-developpement-regional-lille_villeneuve-d-ascq,2026-02-10,Data Analyst,WTTJ,
Business Analyst (Data) H/F/NB,Keyrus,Non précisé,Bordeaux,https://www.welcometothejungle.com/fr/companies/keyrus/jobs/business-analyst-data-h-f-nb_bordeaux_KEYRU_5AWAqb2,2026-02-10,Data Analyst,WTTJ,
Data analyst H/F/NB,Keyrus,Non précisé,Bordeaux,https://www.welcometothejungle.com/fr/companies/keyrus/jobs/data-analyst-h-f-nb_bordeaux_KEYRU_Y592GP,2026-02-10,Data Analyst,WTTJ,
Consultant(e) Confirme(e) Data Analytics - LYON H/F,Mc2I,Non précisé,Lyon,https://www.welcometothejungle.com/fr/companies/mc2i/jobs/consultant-confirme-data-analytics-lyon-h-f_lyon_MC2I_GDxLeNd,2026-02-10,Data Analyst,WTTJ,
Consultant Senior Data Analyst (H/F),Axys Consultants,Non précisé,Levallois,https://www.welcometothejungle.com/fr/companies/axys-consultants/jobs/consultant-senior-data-analyst-h-f_levallois-perret,2026-02-10,Data Analyst,WTTJ,
Consultant Senior Data analyst Marketing (H/F),Axys Consultants,Non précisé,Levallois,https://www.welcometothejungle.com/fr/companies/axys-consultants/jobs/consultant-senior-performance-analytics-h-f_levallois-perret_AXYS_x0zbOjm,2026-02-10,Data Analyst,WTTJ,
Consultant Data Analyst H/F – Stage de fin d'études,Primexis,Stage,Puteaux,https://www.welcometothejungle.com/fr/companies/primexis/jobs/consultant-data-analyst-h-f-stage-de-fin-d-etudes_puteaux_PRIME_LgLRdzR,2026-02-10,Data Analyst,WTTJ,
Consultant Data Analyst Direction Financière H/F,Primexis,Non précisé,Puteaux,https://www.welcometothejungle.com/fr/companies/primexis/jobs/consultant-data-analyst-direction-financiere-h-f_puteaux,2026-02-10,Data Analyst,WTTJ,
Demand Planning Data Analyst Apprentice H/F,Motul,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/motul/jobs/demand-planning-and-s-op-apprentice-h-f_aubervilliers,2026-02-10,Data Analyst,WTTJ,
Product Data Analyst F/M (internship),Cheerz,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/cheerz/jobs/product-data-analyst-f-m-internship_paris,2026-02-10,Data Analyst,WTTJ,
Senior Data Analyst - Poker & Casino F/M (Hybrid),Betclic,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/betclic/jobs/senior-data-analyst-poker-casino-f-m-hybrid_bordeaux,2026-02-10,Data Analyst,WTTJ,
CloudOps - Big Data & Analytics Fintech,Opensee,Non précisé,Puteaux,https://www.welcometothejungle.com/fr/companies/opensee/jobs/cloudops-big-data-analytics-fintech_puteaux,2026-02-10,Data Analyst,WTTJ,
Business Analyst Data & Marketing H/F,Eureden,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/eureden/jobs/business-analyst-data-marketing-h-f_landerneau,2026-02-10,Data Analyst,WTTJ,
Data Analyst & Operations (H/F),Exo,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/exo/jobs/data-analyst-operations-h-f_paris,2026-02-10,Data Analyst,WTTJ,
STAGIAIRE ANALYSTE DATA MARKETING(H/F)-Janvier2026,Volkswagen Financial Services,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/volkswagen-financial-services/jobs/stagiaire-analyste-data-marketing-h-f-janvier2026_roissy-en-france_VFS_5wN092r,2026-02-10,Data Analyst,WTTJ,
STG ANALYSTE DATA REGLEMENTAIRE ET RISKS (H/F),Volkswagen Financial Services,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/volkswagen-financial-services/jobs/stg-analyste-data-reglementaire-et-risks-h-f_roissy-en-france_VFS_NwdjoeV,2026-02-10,Data Analyst,WTTJ,
Consultant Data – Expert Data (H/F),Mydral,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/mydral/jobs/consultant-data-expert-data-h-f_paris,2026-02-10,Data Analyst,WTTJ,
Consultant Data – Analyste / BI (H/F),Mydral,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/mydral/jobs/consultant-data-analyste-bi-h-f_paris,2026-02-10,Data Analyst,WTTJ,
Senior Data Analyst,Studapart,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/studapart/jobs/senior-data-analyst_paris_STUDA_407demQ,2026-02-10,Data Analyst,WTTJ,
Actuarial & Data Automation Intern,Europ Assistance Holding,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/europ-assistance-holding/jobs/actuarial-data-automation-intern_saint-denis,2026-02-10,Data Analyst,WTTJ,
Internship - Private Debt Analyst (H/F) - July/September 2026,Tikehau Capital,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/tikehau-capital/jobs/internship-private-debt-analyst-h-f-july-september-2026_paris,2026-02-10,Data Analyst,WTTJ,
Data Analyst Web (H/F),Skiils,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/skiils/jobs/data-analyst-web-h-f_suresnes,2026-02-10,Data Analyst,WTTJ,
Data Ops,Visian,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/visian/jobs/data-ops_courbevoie,2026-02-10,Data Analyst,WTTJ,
Data Analyst - Confirmé(e),Visian,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/visian/jobs/data-analyst-confirme_courbevoie_VISIA_q94Kby1,2026-02-10,Data Analyst,WTTJ,
Data Analyste/Data Quality,Societe Generale,Non précisé,La Défense,https://www.welcometothejungle.com/fr/companies/societe-generale/jobs/data-analyste-data-quality_la-defense,2026-02-10,Data Analyst,WTTJ,
Data Analyst / Data Product Owner Junior HF H/F,Credit Mutuel Arkea,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/credit-mutuel-arkea/jobs/data-analyst-data-product-owner-junior-hf-h-f_saint-gregoire,2026-02-10,Data Analyst,WTTJ,
Assistant analyste qualité de données process risque et finance,Societe Generale,Non précisé,La Défense,https://www.welcometothejungle.com/fr/companies/societe-generale/jobs/assistant-analyste-qualite-de-donnees-process-risque-et-finance_la-defense,2026-02-10,Data Analyst,WTTJ,
DATA ANALYST CONFIRME H/F,Cnp Assurances,Non précisé,France,https://www.welcometothejungle.com/fr/companies/cnp-assurances/jobs/data-analyst-confirme-h-f_angers,2026-02-10,Data Analyst,WTTJ,
Consultant.e PO Data Senior,Elevate,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/elevate/jobs/consultant-e-product-owner-data-senior_paris,2026-02-10,Data Analyst,WTTJ,
Stage – Data Analyst People Analytics – H/F – 6 mois,Bnp Paribas,Stage,Paris,https://www.welcometothejungle.com/fr/companies/bnp-paribas/jobs/stage-data-analyst-people-analytics-h-f-6-mois_paris_BP_w8mdRx,2026-02-10,Data Analyst,WTTJ,
Stage - Data Analyst (H/F),Tessan,Stage,Paris,https://www.welcometothejungle.com/fr/companies/tessan/jobs/stage-data-analyst-h-f_paris_TESSA_PxJo8Xm,2026-02-10,Data Analyst,WTTJ,
Stagiaire Energy Market Data Analyst - F/H,Gazelenergie,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/gazelenergie/jobs/stagiaire-energy-market-data-analyst-f-h_courbevoie,2026-02-10,Data Analyst,WTTJ,
Stagiaire Data Analyst,Gazelenergie,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/gazelenergie/jobs/stagiaire-data-analyst_courbevoie_GAZEL_lD1raL1,2026-02-10,Data Analyst,WTTJ,
Data Analyst Intern,Joko,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/joko/jobs/data-analyst-intern_paris_JOKO_N9XNzo7,2026-02-10,Data Analyst,WTTJ,
Data Analyst - Casablanca,Artefact,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/artefact/jobs/data-analyst-casablanca_paris,2026-02-10,Data Analyst,WTTJ,
Senior Data Analyst - Casablanca,Artefact,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/artefact/jobs/senior-data-analyst-casablanca_paris,2026-02-10,Data Analyst,WTTJ,
Manager Data Analyst - Casablanca,Artefact,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/artefact/jobs/manager-data-analyst-casablanca_paris,2026-02-10,Data Analyst,WTTJ,
STAGE Analyste Data & Power Market H/F,Totalenergies,Stage,Télétravail,https://www.welcometothejungle.com/fr/companies/totalenergies/jobs/stage-analyste-data-power-market-h-f_courbevoie,2026-02-10,Data Analyst,WTTJ,
Stage PFE – Data Analyst & Gestion de Projet (Lyon Saint-Priest) F/H,Schneider Electric,Stage,Lyon,https://www.welcometothejungle.com/fr/companies/schneider-electric/jobs/stage-pfe-data-analyst-gestion-de-projet-lyon-saint-priest-f-h_saint-priest_SE_NlaL6O7,2026-02-10,Data Analyst,WTTJ,
Data Analyst (intern) - May 2026,Payfit,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/payfit/jobs/data-analyst-intern-may-2026_paris,2026-02-10,Data Analyst,WTTJ,
Data Analyst H/F @eXalt Lille,Exalt,Non précisé,Lille,https://www.welcometothejungle.com/fr/companies/exalt/jobs/data-analyst_lille,2026-02-10,Data Analyst,WTTJ,
Expert data SNDS H/F,Health Data Hub,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/health-data-hub/jobs/charge-de-projet-et-d-expertise-snds-h-f_paris_HDH_38dW675,2026-02-10,Data Analyst,WTTJ,
Data Analyst (H/F) - Stage 6 mois (stage de césure ou de fin d'études possible),Allphins,Stage,Paris,https://www.welcometothejungle.com/fr/companies/allphins/jobs/data-business-analyst-h-f-stage-4-a-6-mois-teletravail-occasionnel_paris,2026-02-10,Data Analyst,WTTJ,
Stagiaire Data Analyst - IT Gouvernance (H/F),Swisslife France,Non précisé,Puteaux,https://www.welcometothejungle.com/fr/companies/swisslife-france/jobs/stagiaire-data-analyst-it-gouvernance-h-f_puteaux,2026-02-10,Data Analyst,WTTJ,
Senior Product Data Analyst,Thefork,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/thefork/jobs/senior-product-data-analyst_paris,2026-02-10,Data Analyst,WTTJ,
Healthcare Data Analyst - F/H,Sysnav,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/sysnav/jobs/healthcare-data-analyst-f-h_paris,2026-02-10,Data Analyst,WTTJ,
Consultant(e) Data Dataiku F/H,Cgi,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/cgi/jobs/consultant-data-dataiku-f-h_paris,2026-02-10,Data Analyst,WTTJ,
STAGE - Assistant Data Quality Analyst (H/F),Hermes,Stage,France,https://www.welcometothejungle.com/fr/companies/hermes/jobs/stage-assistant-data-quality-analyst-h-f_pantin_HERMS_oRO8A5A,2026-02-10,Data Analyst,WTTJ,
Data Analyst - Services Financiers - Nantes,Sopra Steria,Non précisé,Nantes,https://www.welcometothejungle.com/fr/companies/sopra-steria/jobs/data-analyst-services-financiers-nantes_nantes_SS_GoqQO7d,2026-02-10,Data Analyst,WTTJ,
Chargé.e de Mission Data & IA STAGE,Twiice,Stage,Paris,https://www.welcometothejungle.com/fr/companies/twiice/jobs/charge-e-de-mission-data-ia-stage_paris,2026-02-10,Data Analyst,WTTJ,
Equity Continental Sales Data Analyst Intern,Euronext,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/euronext/jobs/equity-continental-sales-data-analyst-intern_paris,2026-02-10,Data Analyst,WTTJ,
STAGE - Assistant Data Analyst – Risques Climatiques H/F,Groupe Credit Agricole,Stage,Télétravail,https://www.welcometothejungle.com/fr/companies/groupe-credit-agricole/jobs/stage-assistant-data-analyst-risques-climatiques-h-f_montrouge,2026-02-10,Data Analyst,WTTJ,
Responsable Data Analyst Finance (F/H),Axa,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/axa/jobs/responsable-data-analyst-finance_suresnes,2026-02-10,Data Analyst,WTTJ,
Stage - Business Analyst - Data Dictionnary Asteria H/F - 6 mois,Bnp Paribas,Stage,Paris,https://www.welcometothejungle.com/fr/companies/bnp-paribas/jobs/stage-business-analyst-data-dictionnary-asteria-h-f-6-mois_paris,2026-02-10,Data Analyst,WTTJ,
Stage - Acheteur Junior Market Data - H/F - 6 mois,Bnp Paribas,Stage,France,https://www.welcometothejungle.com/fr/companies/bnp-paribas/jobs/stage-acheteur-junior-market-data-h-f-6-mois_pantin,2026-02-10,Data Analyst,WTTJ,
Business Analyst Data (H/F),Meritis,Non précisé,Nantes,https://www.welcometothejungle.com/fr/companies/meritis/jobs/business-analyst-data-h-f_nantes,2026-02-10,Data Analyst,WTTJ,
CDI - Analyste Data Immobilier (H/F),Hermes,Cdi,Paris,https://www.welcometothejungle.com/fr/companies/hermes/jobs/cdi-analyste-data-immobilier-h-f_paris,2026-02-10,Data Analyst,WTTJ,
Data Analyst confirmé Assurances,Societe Generale Assurances,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/societe-generale-assurances/jobs/data-analyst-confirme-assurances_courbevoie,2026-02-10,Data Analyst,WTTJ,
"Tech Lead Data & Analytics  (Snowflake, dbt, Tableau) F/H/X",Accor Tech And Digital,Non précisé,France,https://www.welcometothejungle.com/fr/companies/accor-tech-and-digital/jobs/tech-lead-data-analytics-snowflake-dbt-tableau-f-h-x_issy-les-moulineaux_ATD_e5DV3oQ,2026-02-10,Data Analyst,WTTJ,
Business Analyst Data - Services Financiers - Ile-de-France,Sopra Steria,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/sopra-steria/jobs/business-analyst-data-services-financiers-ile-de-france_paris_SS_WawOMqz,2026-02-10,Data Analyst,WTTJ,
Consultant - Data - Aeroline - Toulouse F/H,Sopra Steria,Non précisé,Toulouse,https://www.welcometothejungle.com/fr/companies/sopra-steria/jobs/consultant-data-aeroline-toulouse-f-h_colomiers_SS_e9AMJpy,2026-02-10,Data Analyst,WTTJ,
Consultant Analytics - Pôle de spécialité DATA - Ile-de-France,Sopra Steria Next,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/sopra-steria-next/jobs/consultant-analytics-pole-de-specialite-data-ile-de-france_courbevoie,2026-02-10,Data Analyst,WTTJ,
Data Ingénieur Confirmé,Boryl,Non précisé,Lyon,https://www.welcometothejungle.com/fr/companies/boryl/jobs/data-ingenieur-confirme_lyon,2026-02-10,Data Engineer,WTTJ,
DATA INGENIEUR GCP Junior (H/F),Groupe Partnaire,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/groupe-partnaire/jobs/data-ingenieur-gcp-junior-h-f_olivet_GP_bremGVN,2026-02-10,Data Engineer,WTTJ,
Ingénieur Data,Daveo,Non précisé,Lille,https://www.welcometothejungle.com/fr/companies/daveo/jobs/ingenieur-data_lille,2026-02-10,Data Engineer,WTTJ,
Data Engineer,Axa,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/axa/jobs/data-engineer_nanterre_AXA_Ay7NOGR,2026-02-10,Data Engineer,WTTJ,
"Data Engineer Intern, Finance Experience",Back Market,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/back-market/jobs/data-engineer-intern-finance-experience_paris,2026-02-10,Data Engineer,WTTJ,
Data Engineer - Services Financiers  F/H,Cgi,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/cgi/jobs/data-engineer-services-financiers-f-h_paris_CGI_9OYpPaD,2026-02-10,Data Engineer,WTTJ,
Analytics Engineer Intern,Mirakl,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/mirakl/jobs/data-analyst-intern_paris,2026-02-10,Data Engineer,WTTJ,
Confirmed Data Engineer(x/f/m),Hublo,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/hublo/jobs/confirmed-data-engineer-x-f-m_paris_HUBLO_wgzapKD,2026-02-10,Data Engineer,WTTJ,
Data Engineer   (H/F),Datascientest,Stage,Télétravail,https://www.welcometothejungle.com/fr/companies/datascientest/jobs/data-engineer-h-f-stage_puteaux,2026-02-10,Data Engineer,WTTJ,
STAGE -  Ingénieur Data & AI F/H,Thales,Stage,France,https://www.welcometothejungle.com/fr/companies/thales/jobs/stage-ingenieur-data-ai-f-h_meudon,2026-02-10,Data Engineer,WTTJ,
STAGE – Ingénieur Data BI support opérations – F / H,Thales,Stage,Vélizy,https://www.welcometothejungle.com/fr/companies/thales/jobs/stage-ingenieur-data-bi-support-operations-f-h_velizy-villacoublay,2026-02-10,Data Engineer,WTTJ,
Platform Engineer  - Data services (H/F),Datanumia,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/datanumia/jobs/platform-engineer-data-services-h-f_courbevoie,2026-02-10,Data Engineer,WTTJ,
Data Ingénieur (H/F),Thales,Non précisé,Lyon,https://www.welcometothejungle.com/fr/companies/thales/jobs/data-ingenieur-h-f_lyon,2026-02-10,Data Engineer,WTTJ,
ILLUIN - Data Engineer H/F,Bureaudestalents,Non précisé,Puteaux,https://www.welcometothejungle.com/fr/companies/bureaudestalents/jobs/data-engineer-h-f_puteaux,2026-02-10,Data Engineer,WTTJ,
Senior Data Engineer (AI / ML),Evaneos,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/evaneos/jobs/senior-data-engineer-ai-ml_paris,2026-02-10,Data Engineer,WTTJ,
Data Engineer - Practice Cloud Transformation chez MARGO,Margo,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/margo/jobs/margo-analytics-data-engineer-h-f_paris,2026-02-10,Data Engineer,WTTJ,
Analytics Engineer - Confirmé·e,Jakala,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/jakala/jobs/data-analyst-senior-cdi-paris-ou-caen,2026-02-10,Data Engineer,WTTJ,
Data Engineer - Confirmé.e,Jakala,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/jakala/jobs/data-engineer-confirme-cdi-paris_paris,2026-02-10,Data Engineer,WTTJ,
Lead Data Engineer,Kanbios,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/kanbios/jobs/e9355966-7f9e-4ebc-8e21-33a2568fc3c7,2026-02-10,Data Engineer,WTTJ,
Data Integration Engineer,Seyna,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/seyna/jobs/rejoignez-notre-talent-pool-data-integration-manager_paris,2026-02-10,Data Engineer,WTTJ,
Senior Data Engineer,Seyna,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/seyna/jobs/senior-data-engineer_paris,2026-02-10,Data Engineer,WTTJ,
Data Engineer Confirmé H/F,Groupe Credit Agricole,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/groupe-credit-agricole/jobs/data-engineer-confirme-h-f_paris_GCA_2raeRzm,2026-02-10,Data Engineer,WTTJ,
Data Engineer Confirmé H/F,Groupe Credit Agricole,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/groupe-credit-agricole/jobs/data-engineer-confirme-h-f_paris,2026-02-10,Data Engineer,WTTJ,
"Data Engineer expérimenté·e (Snowflake, dbt)",Modeo,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/modeo/jobs/data-engineer-experimente-e-snowflake-dbt_paris,2026-02-10,Data Engineer,WTTJ,
CDD - Chargé(e) de Systèmes d'Information Conformité – Data ingénieur H/F,Groupe Credit Agricole,Cdd,Télétravail,https://www.welcometothejungle.com/fr/companies/groupe-credit-agricole/jobs/cdd-charge-de-systemes-d-information-conformite-data-ingenieur-h-f_montrouge,2026-02-10,Data Engineer,WTTJ,
Manager Analytics Engineer H/F - CDI,Converteo,Cdi,Paris,https://www.welcometothejungle.com/fr/companies/converteo/jobs/manager-analytics-engineer-h-f-cdi_paris_CONVE_KAml0aN,2026-02-10,Data Engineer,WTTJ,
Data & AI Engineer - CDI Paris - Theodo Data & IA,Sicara,Cdi,Paris,https://www.welcometothejungle.com/fr/companies/sicara/jobs/data-engineer-data-scientist-cdi-theodo-data-ia-paris_paris,2026-02-10,Data Engineer,WTTJ,
Lead Data Engineer - CDI Paris - Theodo Data,Sicara,Cdi,Paris,https://www.welcometothejungle.com/fr/companies/sicara/jobs/lead-data-engineer-cdi-paris-theodo-data_paris,2026-02-10,Data Engineer,WTTJ,
Lead AI Engineer - CDI Paris - Theodo Data & AI,Sicara,Cdi,Paris,https://www.welcometothejungle.com/fr/companies/sicara/jobs/lead-ai-engineer-theodo-data-ai-cdi-paris_paris,2026-02-10,Data Engineer,WTTJ,
Principal AI Engineer - CDI Paris - Theodo Data & IA,Sicara,Cdi,Paris,https://www.welcometothejungle.com/fr/companies/sicara/jobs/engineering-manager-ai-cdi-paris-theodo-data-ia_paris,2026-02-10,Data Engineer,WTTJ,
Staffing Partner - CDI Paris - Theodo Data & AI,Sicara,Cdi,Paris,https://www.welcometothejungle.com/fr/companies/sicara/jobs/staffing-manager-cdi-paris-theodo-data-ai-theodo-cloud_paris,2026-02-10,Data Engineer,WTTJ,
Data Engineer Confirmé/Senior,Smart Traffik,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/smart-traffik/jobs/data-engineer-confirme-senior_villeurbanne,2026-02-10,Data Engineer,WTTJ,
Data engineer stagiaire F/H,Groupe Les Echos Le Parisien,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/groupe-les-echos-le-parisien/jobs/data-engineer-stagiaire-f-h_paris,2026-02-10,Data Engineer,WTTJ,
Data Engineer,Advanced Schema,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/advanced-schema/jobs/data-engineer_paris_AS_ex537XV,2026-02-10,Data Engineer,WTTJ,
Data Engineer,Jobglober,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/jobglober/jobs/data-engineer,2026-02-10,Data Engineer,WTTJ,
Analytics Engineer,Spendesk,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/spendesk/jobs/analytics-engineer_paris_SPEND_ogYW9zD,2026-02-10,Data Engineer,WTTJ,
AI Engineer Mid/Senior - Remote,Clerk,Non précisé,Remote,https://www.welcometothejungle.com/fr/companies/clerk/jobs/ai-engineer-mid-senior-remote_begles,2026-02-10,Data Engineer,WTTJ,
Data Engineer H/F,Expleo,Non précisé,Toulouse,https://www.welcometothejungle.com/fr/companies/expleo/jobs/data-engineer-h-f_toulouse,2026-02-10,Data Engineer,WTTJ,
Founders' Associate (Data Engineering Internship),Greenly,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/greenly/jobs/founders-associate-engineering-internship_paris,2026-02-10,Data Engineer,WTTJ,
Ingénieur.e Big Data (Data Engineer) F/H,Inoco,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/inoco/jobs/ingenieur-e-big-data-data-engineer-f-h_paris_INOCO_ab36JDV,2026-02-10,Data Engineer,WTTJ,
ALTERNANCE - DATA ENGINEER / ANALYTICS ENGINEER (H/F),Soregies,Alternance,Télétravail,https://www.welcometothejungle.com/fr/companies/soregies/jobs/alternance-data-engineer-analytics-engineer-h-f_poitiers,2026-02-10,Data Engineer,WTTJ,
Senior Machine Learning Engineer,Aive,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/aive/jobs/machine-learning-engineer_levallois-perret,2026-02-10,Data Engineer,WTTJ,
Data engineer GCP (F/H),Meritis,Non précisé,Lille,https://www.welcometothejungle.com/fr/companies/meritis/jobs/data-engineer-gcp-h-f_lille,2026-02-10,Data Engineer,WTTJ,
ALTERNANCE - Assistant Ingénieur data et chimie (H/F),Hermes,Alternance,France,https://www.welcometothejungle.com/fr/companies/hermes/jobs/alternance-assistant-ingenieur-data-et-chimie-h-f_pantin,2026-02-10,Data Engineer,WTTJ,
Analytics Engineer H/F,Rca,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/rca/jobs/analytics-engineer-h-f_saint-herblain,2026-02-10,Data Engineer,WTTJ,
