id_offre,titre,entreprise,source,Competence
3469,CHEF DE PROJETS DATA (F/H) (H/F),,France Travail,Agile
3472,Consultant·e en Agilité / IT operating model – CDI (H/F),,France Travail,Agile
3473,Consultant.e en transformation digitale - Banque & Assurance (H/F),,France Travail,Agile
3477,Consultant.e en transformation digitale - Banque & Assurance (H/F),,France Travail,Agile
3479,Architecte Data (H/F),,France Travail,Agile
3485,Analyste décisionnel - Business Intelligence (H/F),AUBER TECH,France Travail,Agile
3501,Analyste Business Intelligence (H/F),,France Travail,Agile
3504,Développeur.se Business Intelligence – Solutions SaaS Mobilité (H/F),EGIS,France Travail,Agile
3507,Développeur.se Business Intelligence - Solutions SaaS Mobilité (H/F),EGIS,France Travail,Agile
3510,Analyste décisionnel - Business Intelligence (H/F),Thales Services Numériques Sas,France Travail,Agile
3513,Analyste développeur Business Intelligence (H/F),,France Travail,Agile
3525,Business Analyst F/H - Marketing (H/F),MICHAEL PAGE INTERNATIONAL FRANCE,France Travail,Agile
3531,Business Analyst F/H - Marketing (H/F),AKKODIS DIGITAL SAS,France Travail,Agile
3534,Business Analyst F/H - Marketing (H/F),AKKODIS DIGITAL SAS,France Travail,Agile
3545,Business Consultant Atlassian expérimenté – FR/AN (H/F),,France Travail,Agile
3546,IT Business Partner Operation(H/F),,France Travail,Agile
3549,Developpeur Full Stack C# Angular Regulatory Sale Tool F/H - Informatique de gestion (H/F),NATIXIS,France Travail,Agile
3550,Proxy Product Owner - Anglais courant/X F/H - Informatique de gestion (H/F),Galileo Global Education,France Travail,Agile
3566,Consultant Talend Senior H/F,CGI,France Travail,Agile
3614,Ingénieur-e Logiciel Fullstack SENIOR (H/F),MGM TECHNOLOGY PARTNERS FRANCE,France Travail,Agile
3615,Ingénieur-e Logiciel Backend SENIOR (H/F),MGM TECHNOLOGY PARTNERS FRANCE,France Travail,Agile
3636,STAGE DÉVELOPPEUR IA - H/F,,France Travail,Agile
3637,Lead AI Engineer (F/H) - MASSY (H/F),,France Travail,Agile
3640,Directeur·trice Senior de Projets IA –Transformation Digitale-H/F,Twenty One Talents,France Travail,Agile
3658,Développeur / Développeuse IA (H/F),Entreprise Alex,France Travail,Agile
3662,IDEC H/F,,France Travail,Agile
3664,Team Lead IA - F/H,,France Travail,Agile
3673,IDE H/F,,France Travail,Agile
3681,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Agile
3683,Architecte Logiciel / Software Architect (SA) H/F - Logiciels Embarqués,,France Travail,Agile
3685,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Agile
3688,Architecte logiciel (H/F),,France Travail,Agile
3692,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Agile
3696,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Agile
3697,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Agile
3698,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Agile
3700,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Agile
3701,Chef de projet développement logiciel (H/F),Thales Services Numériques Sas,France Travail,Agile
3702,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Agile
3705,Responsable équipe logicielle - Team Manager Software H/F,,France Travail,Agile
3718,Ingénieur Cyber securité Logiciel (H/F),SOLIDSHIELD,France Travail,Agile
3723,Intégrateur.rice Logiciel / Technicien.ne Système (H/F),PMB SERVICES,France Travail,Agile
3727,UN(E) TESTEUR(EUSE) LOGICIEL (H/F),TECHNIDATA,France Travail,Agile
3735,Chef de projet Logiciel Saas (H/F),INFORMATIS TECHNOLOGY SYSTM,France Travail,Agile
3737,Expert QA - Logiciel Industriel (H/F),AK RECRUTEMENT,France Travail,Agile
3738,Analyste assurance qualité logiciel (H/F),AXIALEE,France Travail,Agile
3746,Ingénieur Qualification Logiciel H/F (H/F),CLEEVEN,France Travail,Agile
3749,Développeur / Développeuse logiciel ou d'application (H/F),,France Travail,Agile
3754,Ingénieur Logiciel / Modélisation - Systèmes Temps Réel Critiques (H/F),ASTC,France Travail,Agile
3758,Chef / cheffe de Projet Applicatif - Logiciel Confirmé (H/F),SYARTEC,France Travail,Agile
3762,Ingénieur Développement Logiciel C# / .NET (H/F),PRYSM,France Travail,Agile
3763,Ingénieur Développement Logiciel C++ (H/F),PRYSM,France Travail,Agile
3767,Responsable Développement Logiciel (H/F),ERT ETUDES ET REALISATIONS TECHNIQUES,France Travail,Agile
3770,Ingénieur / Ingénieure développement logiciel informatique (H/F),CANNES EXPERTISE INFORMATIQUE,France Travail,Agile
3776,Testeur/Testeuse logiciel (H/F),LOMACO,France Travail,Agile
3781,Développeur / Développeuse logiciel ou d'application (H/F),ALKEMI,France Travail,Agile
3782,Ingénieur / Ingénieure développement logiciel (H/F),DTP,France Travail,Agile
3800,Architecte logiciel - BU Défense & Sécurité - Le Plessis-Robinson (H/F),,France Travail,Agile
3810,Ingénieur·e Logiciel Java (H/F),Reboot Conseil,France Travail,Agile
3813,Ingénieur de développement logiciel JAVA (H/F),,France Travail,Agile
3817,Ingénieur logiciel JAVA (H/F),,France Travail,Agile
3820,Testeur Qualité Logiciel (QA) H/F,ISAGRI,France Travail,Agile
3824,Ingénieur en Logiciel de Cockpit Numérique Intelligente (H/F),ACCA,France Travail,Agile
3826,Ingénieur développeur logiciel Oracle JAVA (H/F),,France Travail,Agile
3828,Ingénieur de développement logiciel JAVA (H/F),,France Travail,Agile
3843,Responsable développement logiciel HF (H/F),VIVERIS,France Travail,Agile
3850,Alternance Développeur(se) Logiciel - Courbevoie (F/H) (H/F),,France Travail,Agile
3853,Développeur/se logiciel embarqué - C++ - Aéroline - Toulon (H/F),,France Travail,Agile
3855,Architecte Logiciel H/F,,France Travail,Agile
58,CP MOA Senior / Data Scientist F/H,VIBTIC,APEC,Communication
113,Chef de projet DATA F/H,EPSYL,APEC,Communication
137,Chef.fe de Projets Data IA Industrie 4.0 F/H,ALFENE,APEC,Communication
199,Data Engineer F/H,JCDecaux,APEC,Communication
226,Data Engineer F/H,Hellowork,APEC,Communication
545,Business Analyst F/H,KLANIK,APEC,Communication
721,Analyste Forensique F/H,Externatic,APEC,Communication
836,SRE / Ingénieur SysOps (proche Gare) F/H,Externatic,APEC,Communication
945,Responsable R&D – Électronique / Informatique embarquée F/H,Externatic,APEC,Communication
955,Développeur Backend Java / Node.js – Microservices F/H,Externatic,APEC,Communication
964,Consultant Microsoft 365 / Modern Workplace F/H,Externatic,APEC,Communication
1258,Chargé de Recrutement F/H,Hellowork,APEC,Communication
1292,DevOps Engineer F/H,CONSTENCIA,APEC,Communication
1316,Ingénieur Infrastructure - Avant-Vente F/H,Externatic,APEC,Communication
1318,Ingénieur infrastructure - Avant-vente F/H,Externatic,APEC,Communication
1366,Ingénieur Infrastructure - Avant-Vente F/H,Hellowork,APEC,Communication
1368,Ingénieur Infrastructure - Avant-Vente F/H,Hellowork,APEC,Communication
1391,Responsable R&D - Électronique - Informatique Embarquée F/H,Hellowork,APEC,Communication
1430,Ingénieur Intelligence Artificielle - IA F/H,Groupe Blondel,APEC,Communication
1431,Ingénieur Intelligence Artificielle - IA F/H,Groupe Blondel,APEC,Communication
1474,Responsable communication / Directeur de production BILINGUE FR/EN F/H,CREA NOSTRA,APEC,Communication
1623,Responsable Marketing & Communication F/H,PREMI'HOMME,APEC,Communication
1680,Responsable Communication Éditoriale et Institutionnelle F/H,Genius Talent,APEC,Communication
1804,Chef de mission expertise comptable F/H,3L Recrutement,APEC,Communication
1819,Responsable Communication Tourisme F/H,Hellowork,APEC,Communication
2095,Contrôleur Financier F/H,BILENDI,APEC,Communication
2127,Expert Marketing & Business Intelligence F/H,JCDecaux,APEC,Communication
2130,Expert Marketing & Business Intelligence F/H,Hellowork,APEC,Communication
2239,Business developer - La Rochelle F/H,MEDIAPOSTE,APEC,Communication
2271,IP Solutions Manager F/H,Direct Emploi,APEC,Communication
2644,Expert fonctionnel d'application de gestion F/H,Batiactu,APEC,Communication
2645,Expert SAP Base de données Hana F/H,Batiactu,APEC,Communication
2669,DATA SCIENTIST (H/F) AEROMIN,Groupe ADP,France Travail,Communication
2671,Data Scientist - H/F (H/F),DAY USE,France Travail,Communication
2676,Data Scientist & MLOPS H/F (H/F),SOCIETE POUR L'INFORMATIQUE INDUSTRIELLE,France Travail,Communication
2680,Architecte Data (H/F),CIORANE,France Travail,Communication
2691,Datascientist expert en IA F/H (H/F),,France Travail,Communication
2692,Data scientist (H/F),,France Travail,Communication
2696,INGÉNIEUR ÉTUDES / DATA SCIENTIST EN ALTIMÉTRIE SPATIALE - H/F,CLS,France Travail,Communication
2707,Ingénieur R&D Data Scientist expérimenté (H/F),IRT JULES VERNE,France Travail,Communication
2710,Data scientist (H/F),,France Travail,Communication
2715,Technical leader Data scientist F/H (H/F),Safran,France Travail,Communication
2717,"Data Scientist (IA Générative, MLOps/LLMOps) (H/F)",Act Digital France,France Travail,Communication
2726,Data Scientist Roboticien (H/F),Forums Talents Handicap,France Travail,Communication
2727,Data scientist (H/F),,France Travail,Communication
2730,INGÉNIEUR EN APPRENTISSAGE AUTOMATIQUE DATA SCIENTIST - H/F,Inserm,France Travail,Communication
2733,DATA SCIENTIST SENIOR H/F,SCC France,France Travail,Communication
2746,CHARGÉ(E) D'ÉTUDES ÉCONOMIQUES / DATA SCIENTIST SUR LE SUIVI DES INSCRITS À FRANCE TRAVAIL (H/F),,France Travail,Communication
2765,"Architecte Senior Data Science, ML, AI & GenAI (H/F)",SG,France Travail,Communication
2767,"Référent technique IA F/H - Système, réseaux, données (H/F)",FAB GROUP,France Travail,Communication
2772,Consultant MOE MSBI socle Data ETL (H/F),PROPULSE IT,France Travail,Communication
2774,Data Analyst Senior (F/H) (H/F),,France Travail,Communication
2778,DATA MANAGER (H/F),,France Travail,Communication
2785,Manager Data Factory H/F,Groupama,France Travail,Communication
2796,Consultant SSCT (H/F),Groupe Legrand,France Travail,Communication
2801,Expert Modèles et Processus d’Octroi de crédit H/F,CGL,France Travail,Communication
2802,Consultant.e Data Analyst Power BI F/H - Valoway,Valoway,France Travail,Communication
2803,Consultant.e Data Analyst Power BI F/H - Valoway,Valoway,France Travail,Communication
2804,INGÉNIEUR DES DONNÉES - H/F,Inserm,France Travail,Communication
2805,Technicien Data Center (H/F),LTd,France Travail,Communication
2806,Technicien Data Center (H/F),LTd,France Travail,Communication
2807,Technicien Data Center (H/F),LTd,France Travail,Communication
2808,Technicien Data Center (H/F),LTd,France Travail,Communication
2809,Technicien Data Center (H/F),LTd,France Travail,Communication
2810,Technicien Data Center (H/F),LTd,France Travail,Communication
2811,Technicien Data Center (H/F),LTd,France Travail,Communication
2812,Technicien Data Center (H/F),LTd,France Travail,Communication
2815,Responsable de la Gouvernance et de la Gestion des Données (H/F),AXA,France Travail,Communication
2817,CDI - RESPONSABLE D'ETUDES TECHNIQUES - H/F,Generali,France Travail,Communication
2822,REFERENT-E MODELISATION DE DONNEES ET CATALOGAGE H/F,AFD - Agence Française de développement,France Travail,Communication
2832,Suport Data Analyst (h/f),ADECCO FRANCE,France Travail,Communication
2833,Business Data Analyst (h/f),ADECCO FRANCE,France Travail,Communication
2845,"Chargé(e) de Marketing, Événementiel & Data Analyst (H/F)",NOVA PAGE 82,France Travail,Communication
2846,Senior Data Analyst (H/F),LA CADETTE,France Travail,Communication
2847,Lead Data - The Crew Motorfest (H/F),IVORY TOWER,France Travail,Communication
2853,Ingénieur / Analyste Applicatifs et Données H/F,IMPLID PARTNERS,France Travail,Communication
2855,Analyste Operationnel (H/F),TCS,France Travail,Communication
2856,Analyste Operationnel (H/F),TCS,France Travail,Communication
2860,Référent SMI / Maîtrise des risques/ Performance (H/F),CARSAT Aquitaine,France Travail,Communication
2866,Data Analyst - F/H,Malakoff Humanis,France Travail,Communication
2875,Data Analyst - THALES H/F,,France Travail,Communication
2886,Chargé(e) de missions marketing relationnel & data analyst F/H,NEOMA BUSINESS SCHOOL,France Travail,Communication
2887,Chargé(e) de missions marketing relationnel & data analyst F/H,NEOMA BUSINESS SCHOOL,France Travail,Communication
2888,Data analyst (H/F),,France Travail,Communication
2890,DATA ANALYST H/F,forceinterim,France Travail,Communication
2902,Data analyst H/F,GROUPE PIMENT,France Travail,Communication
2904,Data Analyst H/F,JEMS,France Travail,Communication
2914,Data Analyst marketing automation H/F,,France Travail,Communication
2918,Data Analyst - Digital Transformation (m/f) (réf. E) (H/F),,France Travail,Communication
2921,Data analyst (H/F),,France Travail,Communication
2924,Data Analyst H/F,Michael Page,France Travail,Communication
2926,Data analyst (H/F),Gojob,France Travail,Communication
2927,Data analyst (H/F),,France Travail,Communication
2939,Data Analyst H/F,Unicancer,France Travail,Communication
2949,DATA ANALYST (F/H) (H/F),,France Travail,Communication
2950,Data Analyst confirmé F/H - IONIS Group,IONIS Group,France Travail,Communication
2951,Data Analyst H/F,,France Travail,Communication
2960,Business analyst (H/F),KLANIK,France Travail,Communication
2961,Business Analyst (H/F),KLANIK,France Travail,Communication
2963,Business Analyst (H/F),KLANIK,France Travail,Communication
2970,Business Analyst (H/F),SOHOFT,France Travail,Communication
2978,Business Analyst (H/F),AIS,France Travail,Communication
2986,IT-BUSINESS ANALYST (H/F),,France Travail,Communication
2992,Directeur Etudes de Marché Groupe H/F,,France Travail,Communication
2993,Consultant.e en transition énergétique F/H - Enerdata,Enerdata,France Travail,Communication
2999,Data Engineer F/H (H/F),,France Travail,Communication
3004,Lead Data Engineer (H/F),LUCKY CART,France Travail,Communication
3006,Data Engineer / Snowflake F/H (H/F),FRANCE AIR,France Travail,Communication
3007,Analytics Engineer (H/F),PRINTEMPS,France Travail,Communication
3010,Chef de projets transverses - Data management (H/F),SOCOMEC,France Travail,Communication
3018,Expert Transformation Data et IA (H/F),,France Travail,Communication
3024,Ingénieur data expertise et qualité des données (H/F),GIE SESAM VITALE,France Travail,Communication
3033,Développeur / Développeuse back-end (H/F),Le recruteur France,France Travail,Communication
3034,Ingénieur Développement BI (H/F),SFR CARAIBE,France Travail,Communication
3038,Ingénieur Gestion des Données Techniques (H/F),LIEBHERR-COMPONENTS COLMAR SAS,France Travail,Communication
3042,"Data engineer Microsoft F/H - Système, réseaux, données (H/F)",EXPERTIME,France Travail,Communication
3045,Data engineer Microsoft H/F,EXPERTIME,France Travail,Communication
3048,Azure / Fabric Data Engineer (Microsoft) (H/F),,France Travail,Communication
3067,Data Quality Engineer (H/F),EFFEKTIV,France Travail,Communication
3072,Data Engineer (H/F),Soors,France Travail,Communication
3073,Data Engineer (H/F),Act Digital France,France Travail,Communication
3074,Senior Data Ops Engineer (H/F),STEP UP Lille,France Travail,Communication
3077,Data Engineer senior - Services Financiers - Lille (H/F),Forums Talents Handicap,France Travail,Communication
3098,Data Engineer Confirmé - Assurance - Lille H/F,Sopra Steria,France Travail,Communication
3103,Senior Data Engineer H/F,PIERRE et VACANCES-CENTER PARCS,France Travail,Communication
3104,Lead Data Engineer Bordeaux (H/F),,France Travail,Communication
3135,Analytics Engineer Confirmé - Sénior - CDI H/F,Talan,France Travail,Communication
3146,Data manager (H/F),,France Travail,Communication
3151,Data manager (H/F),,France Travail,Communication
3153,Data manager (H/F),,France Travail,Communication
3158,Ingénieur / Ingénieure big data (404282) (H/F),X-FAB France SAS,France Travail,Communication
3168,Data manager (H/F),,France Travail,Communication
3183,Chef de projet data (H/F),,France Travail,Communication
3189,Chef de Projet Conception en Data Center H/F,,France Travail,Communication
3192,Consultant Data - Senior H/F,,France Travail,Communication
3193,Senior Delivery Manager Data F/H (H/F),,France Travail,Communication
3213,Consultant Data (H/F),Oresys,France Travail,Communication
3223,Développeur Big Data (H/F),,France Travail,Communication
3225,Data manager (H/F),,France Travail,Communication
3232,Chef de Projet Data RGPD (H/F),Fed Group,France Travail,Communication
3233,Consultant Data Gouvernance - Secteur Public H/F,CGI,France Travail,Communication
3239,Data manager (H/F),,France Travail,Communication
3242,Consultant Data (F/H) - apprentissage (H/F),,France Travail,Communication
3249,Data Manager (H/F),,France Travail,Communication
3254,Consultant Data Management H/F,CGI,France Travail,Communication
3255,Expert HSE - IDF - Projet Data Center - Mission freelance (H/F),Yalink,France Travail,Communication
3256,Manager IA Data H/F,ISAGRI,France Travail,Communication
3257,"Data Manager F/H - Système, réseaux, données (H/F)",Manutan,France Travail,Communication
3261,Architecte d'Entreprise Data et Socles Transverses H/F,Externatic,France Travail,Communication
3264,Manager Data & GenAi Strategie - Business Consulting H/F,CGI,France Travail,Communication
3268,Head of AI & Data Science (H/F),,France Travail,Communication
3269,Consultant Data Confirmé H/F,CGI,France Travail,Communication
3277,Ingénieur en Machine Learning Senior (H/F),CELIOS TECHNOLOGIES,France Travail,Communication
3286,Ingénieur DevOps (H/F),,France Travail,Communication
3293,Tech Lead Java (H/F),SOCIETE ANONYME D'HABITATIONS A LOYER MO,France Travail,Communication
3305,RESPONSABLE PROJETS DATA/ETL/CRM DSI - MIDDLEWARE (H/F),GESTIMAT,France Travail,Communication
3315,Manager Machine Learning Engineer - Conseil H/F,CGI,France Travail,Communication
3326,Architecte Data (H/F),,France Travail,Communication
3327,Analyste programmeur (m/f) (réf. E) (réf. F) (réf. M) (H/F),,France Travail,Communication
3328,Ingénieur système / réseau (H/F),,France Travail,Communication
3330,Ingénieur système et réseau comint (h/f),,France Travail,Communication
3335,Alternance Responsable Secteur IDF - Paris (H/F),ISCOD,France Travail,Communication
3337,Alternance Responsable Secteur PACA - Marseille (H/F),ISCOD,France Travail,Communication
3344,Expert F/H (H/F),,France Travail,Communication
3346,ARCHITECTE LOGICIEL - H/F,CLS,France Travail,Communication
3352,Développeur de Code Systèmes pour Stellarator H/F,,France Travail,Communication
3353,Enseignant - Chercheur en IA / Vision par Ordinateur senior (H/F),Efrei Paris,France Travail,Communication
3365,Développeur Java Python (H/F),Act Digital France,France Travail,Communication
3370,Consultant / Consultante green IT h/f,,France Travail,Communication
3371,Consultant / Consultante green IT h/f,,France Travail,Communication
3372,Consultant / Consultante informatique h/f,,France Travail,Communication
3373,Expert / Experte cynégétique h/f,,France Travail,Communication
3374,Expert / Experte cynégétique h/f,,France Travail,Communication
3375,Expert / Experte cynégétique h/f,,France Travail,Communication
3376,Agent / Agente d'archivage en entrepôt h/f,,France Travail,Communication
3377,Consultant / Consultante green IT h/f,,France Travail,Communication
3380,Coordinateur / Coordinatrice de projet digital (H/F),InovaYa,France Travail,Communication
3384,Expert F/H,Polyexpert France - Région Aquitaine Occitanie,France Travail,Communication
3388,Expert en Robotique et Algorithmes - Roboticien F/H - ALSTEF Group,ALSTEF Group,France Travail,Communication
3389,"POST-DOCTORANT.E EN BIOSTATISTIQUES, ÉPIDÉMIOLOGIE, MATHÉMATIQUES APPLIQUÉS - H/F",Inserm,France Travail,Communication
3392,Expert F/H,Polyexpert France - Région Aquitaine Occitanie,France Travail,Communication
3397,Chargé d’études et de production statistique (m/f) (réf. E) (réf. F) (réf. M) (H/F),,France Travail,Communication
3398,Alpiniste du bâtiment h/f,,France Travail,Communication
3401,Expert bâtiment H/F F/H,Polyexpert France - Région Atlantique,France Travail,Communication
3403,Alpiniste du bâtiment h/f,,France Travail,Communication
3404,Designer manager h/f,,France Travail,Communication
3408,MS Coordinateur de Programme (80197628) (H/F),,France Travail,Communication
3409,Chargé d'études en R&D H/F,SPIE Groupe,France Travail,Communication
3410,Economiste / Analyste Risques Fonds d’Investissement (m/f) (H/F),,France Travail,Communication
3416,Business Analyst - Solutions IA (H/F),EURO-INFORMATION DEVELOPPEMENTS,France Travail,Communication
3419,Expert bâtiment H/F F/H,Polyexpert France - Région Atlantique,France Travail,Communication
3420,Expert bâtiment H/F F/H,Polyexpert France - Région Atlantique,France Travail,Communication
3436,Chef de projet informatique - Solutions IA pour la relation client (H/F),EURO-INFORMATION DEVELOPPEMENTS,France Travail,Communication
3440,Consultant Product Owner H/F,CGI,France Travail,Communication
3441,Développeur Expert Python Générative AI (H/F),BK CONSULTING,France Travail,Communication
3443,Senior planner h/f,,France Travail,Communication
3444,Directeur « Analytics & IA (F/H) H/F,,France Travail,Communication
3445,Apsal Software Developer (H/F),,France Travail,Communication
3446,Consultant Senior - Ingénieur IA H/F,Talan,France Travail,Communication
3454,Expert / Experte cynégétique h/f,,France Travail,Communication
3455,Data Governance Lead (H/F),,France Travail,Communication
3459,Développeur Python – DeepTech SaaS H/F,Externatic,France Travail,Communication
3466,Senior planner h/f,,France Travail,Communication
3468,Consultant GRC Medior (H/F),,France Travail,Communication
3486,Expert Marketing & Business Intelligence (H/F),,France Travail,Communication
3487,Coordinateur business et marché intelligence (H/F),SOC EUROPEENNE DE CARDIOLOGIE-SEC,France Travail,Communication
3489,Business developer B To B H/F,DILIOS INTERACTIVE,France Travail,Communication
3490,Business developer (H/F),FARBEE BY LEGALUNITE,France Travail,Communication
3497,Technicien(ne) Territorial(e) en contrat de projet (H/F),SDIS DU JURA,France Travail,Communication
3501,Analyste Business Intelligence (H/F),,France Travail,Communication
3504,Développeur.se Business Intelligence – Solutions SaaS Mobilité (H/F),EGIS,France Travail,Communication
3505,Consultant / Consultante décisionnel - Business Intelligence h/f,,France Travail,Communication
3506,Business Intelligence Analyst H/F,EGIS,France Travail,Communication
3507,Développeur.se Business Intelligence - Solutions SaaS Mobilité (H/F),EGIS,France Travail,Communication
3508,Développeur Business Intelligence (H/F),,France Travail,Communication
3509,Développeur / Développeuse décisionnel - Business Intelligence h/f,,France Travail,Communication
3510,Analyste décisionnel - Business Intelligence (H/F),Thales Services Numériques Sas,France Travail,Communication
3516,Business analyst servicenow f/h,,France Travail,Communication
3518,Business Analyst ERP F/H - Marketing (H/F),Hays France,France Travail,Communication
3520,Développeur BI (H/F),,France Travail,Communication
3527,Business process Analyst SAP F/H - Marketing (H/F),MICHAEL PAGE INTERNATIONAL FRANCE,France Travail,Communication
3529,Business Analyst F/H - Marketing (H/F),MICHAEL PAGE INTERNATIONAL FRANCE,France Travail,Communication
3531,Business Analyst F/H - Marketing (H/F),AKKODIS DIGITAL SAS,France Travail,Communication
3533,Business Analyst F/H - Marketing (H/F),Les Colettes Sourcing,France Travail,Communication
3534,Business Analyst F/H - Marketing (H/F),AKKODIS DIGITAL SAS,France Travail,Communication
3543,Consultant Technique / Développeur Senior Dynamics 365 Business Central F/H - Primus Soft,Primus Soft,France Travail,Communication
3550,Proxy Product Owner - Anglais courant/X F/H - Informatique de gestion (H/F),Galileo Global Education,France Travail,Communication
3553,International Business Process Owner Core HR (F/H) (H/F),,France Travail,Communication
3556,Développeur BI (H/F),,France Travail,Communication
3566,Consultant Talend Senior H/F,CGI,France Travail,Communication
3568,Responsable COMMERCIAL et Entrepreneuriat (H/F),FIDAQUITAINE Expertise Comptable,France Travail,Communication
3588,DIRECTEUR(TRICE) ADJOINT MARKETING & INTELLIGENCE ARTIFICIELLE (H/F),NOTARIAT SERVICES,France Travail,Communication
3596,Ingénieur en Intelligence Artificielle / Infrastructure / Système (H/F),T.I.B - A.M.D.T.,France Travail,Communication
3600,Chef de projet IA (H/F),EARLY MAKERS GROUP,France Travail,Communication
3607,INGENIEUR DEVOPS PLATEFORME IA (H/F),INFORMATIS TECHNOLOGY SYSTM,France Travail,Communication
3616,ORB JOB Commercial marketing sedentaire (H/F),Salon Orb Job de Bédarieux,France Travail,Communication
3624,Ingénieur en Développement Digital et Intelligence Artificielle (H/F),,France Travail,Communication
3633,FORMATEUR INTELLIGENCE ARTIFICIELLE - H/F,ANTIDOTE,France Travail,Communication
3637,Lead AI Engineer (F/H) - MASSY (H/F),,France Travail,Communication
3640,Directeur·trice Senior de Projets IA –Transformation Digitale-H/F,Twenty One Talents,France Travail,Communication
3654,IT Project Manager and Digital Delivery H/F,,France Travail,Communication
3665,Product Manager - referentiels IAM (f/m/d) (H/F),,France Travail,Communication
3668,Product Manager - referentiels IAM (f/m/d) (H/F),DECATHLON,France Travail,Communication
3677,CDI IDE (F/H) (H/F),,France Travail,Communication
3679,CDI IDE (F/H) (H/F),,France Travail,Communication
3683,Architecte Logiciel / Software Architect (SA) H/F - Logiciels Embarqués,,France Travail,Communication
3687,Chef de projet développement logiciel (H/F),Thales Las France Sas,France Travail,Communication
3696,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Communication
3697,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Communication
3699,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Communication
3703,Ingénieur Architecte Logiciel (H/F),,France Travail,Communication
3708,"Intégrateur Multi EAI Cloverleaf, Mirth et EIE F/H - Numih France - Rennes",Numih France - Rennes,France Travail,Communication
3715,Ingénieur(e) en développement logiciel applicatif CAA/C++ (H/F),CORIOLIS COMPOSITES,France Travail,Communication
3718,Ingénieur Cyber securité Logiciel (H/F),SOLIDSHIELD,France Travail,Communication
3721,Assistant Commercial (éditeur de logiciel) (H/F),AK RECRUTEMENT,France Travail,Communication
3734,Agent / Agente de réservation hôtellerie logiciel Resalys (H/F),VACANCES TOURISME LOISIRS LEO LAGRANGE,France Travail,Communication
3735,Chef de projet Logiciel Saas (H/F),INFORMATIS TECHNOLOGY SYSTM,France Travail,Communication
3738,Analyste assurance qualité logiciel (H/F),AXIALEE,France Travail,Communication
3744,Ingénieur d'Affaires / Commercial GED - Editeur Logiciel (H/F),TALENT BRUT RECRUTEMENT,France Travail,Communication
3747,Ingénieur Système et Logiciel (H/F),GORGY TIME,France Travail,Communication
3748,5 Chargé(e)s de support logiciel de gestion (H/F),,France Travail,Communication
3755,Technicien / Technicienne support logiciel (H/F),NEXTGEN,France Travail,Communication
3757,Formateur logiciel (H/F),FOLIATECH FRANCE,France Travail,Communication
3759,Responsable Test Logiciel / QA Manager (H/F),OMNICIEL PROFILS ET SOLUTIONS,France Travail,Communication
3763,Ingénieur Développement Logiciel C++ (H/F),PRYSM,France Travail,Communication
3764,Technicien Support logiciel et Fonctionnel - H/F ARANUM26,AKANEA,France Travail,Communication
3765,Ingénieur Commercial logiciel - H/F ARANUM26,AKANEA,France Travail,Communication
3770,Ingénieur / Ingénieure développement logiciel informatique (H/F),CANNES EXPERTISE INFORMATIQUE,France Travail,Communication
3771,Ingénieur Logiciel - Développement Algorithmique (FPGA) (H/F),NANOXPLORE,France Travail,Communication
3772,Ingénieur Logiciel - Développement IHM (FPGA) H/F (H/F),NANOXPLORE,France Travail,Communication
3773,Ingénieur Logiciel Senior - Développement Algorithmique RTL FPGA (H/F),NANOXPLORE,France Travail,Communication
3774,Ingénieur Logiciel Senior - Développement Algorithmique (FPGA) (H/F),NANOXPLORE,France Travail,Communication
3775,Ingénieur Logiciel - Outils d'architecture (FPGA) (H/F),NANOXPLORE,France Travail,Communication
3784,Ingénieur(e) Support Logiciel H/F (H/F),ISI-COM,France Travail,Communication
3785,Chargé de maintenance logiciel (H/F),CEGI ALFA,France Travail,Communication
3787,"Consultant(e) en logiciel de gestion & comptabilité (EBP, SAP) (H/F)",RSOFT REUNION,France Travail,Communication
3788,Consultant Support Paie / Paramétrage Logiciel H/F,,France Travail,Communication
3791,Chargé de maintenance Logiciel Paie H/F,,France Travail,Communication
3800,Architecte logiciel - BU Défense & Sécurité - Le Plessis-Robinson (H/F),,France Travail,Communication
3807,Ingénieur/e développement logiciel (C) expérimenté/e - Défense & Sécurité - Le Plessis Robinson (H/F),,France Travail,Communication
3809,Architecte logiciel Naval (H/F),B-HIVE,France Travail,Communication
3813,Ingénieur de développement logiciel JAVA (H/F),,France Travail,Communication
3818,Responsable activité logiciel (H/F),,France Travail,Communication
