id_offre,titre,entreprise,source,Competence
3615,Ingénieur-e Logiciel Backend SENIOR (H/F),MGM TECHNOLOGY PARTNERS FRANCE,France Travail,Java
3618,Ingénieur logiciel (H/F),CIRIL GROUP,France Travail,Java
3622,Expert intelligence artificielle (H/F),,France Travail,Java
3630,Architecte intelligence artificielle (H/F),,France Travail,Java
3636,STAGE DÉVELOPPEUR IA - H/F,,France Travail,Java
3648,Responsable développement - Java - Aeroline - Île-de-France (H/F),,France Travail,Java
3667,Responsable développement - Java - Aeroline - Île-de-France (H/F),,France Travail,Java
3671,Développeur Expert - Java - Aeroline - Île-de-France (H/F),,France Travail,Java
3674,Developpeur IA / Génération IA - Java & Python (H/F),,France Travail,Java
3682,Ingénieur IVV logiciel - 5 ans d'exp (H/F),OneSide Technologies,France Travail,Java
3685,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Java
3688,Architecte logiciel (H/F),,France Travail,Java
3691,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Java
3692,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Java
3693,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Java
3694,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Java
3700,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Java
3702,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Java
3710,Concepteur Développeur Angular Java SQL F/H - Numih France - Reims,Numih France - Reims,France Travail,Java
3712,Concepteur / Conceptrice d'application informatique h/f,,France Travail,Java
3718,Ingénieur Cyber securité Logiciel (H/F),SOLIDSHIELD,France Travail,Java
3725,Ingénieur logiciel (H/F),EPSYL,France Travail,Java
3733,Architecte logiciel (F/H),EXPECTRA,France Travail,Java
3770,Ingénieur / Ingénieure développement logiciel informatique (H/F),CANNES EXPERTISE INFORMATIQUE,France Travail,Java
3778,Concepteur et Développeur logiciel Python (2025-12) (H/F),CLOUD DATA ENGINE,France Travail,Java
3805,Software Engineer confirmé.e - Innovation logiciel - Île de France (H/F),,France Travail,Java
3810,Ingénieur·e Logiciel Java (H/F),Reboot Conseil,France Travail,Java
3821,Architecte Logiciel Java (H/F),ALTECA,France Travail,Java
3824,Ingénieur en Logiciel de Cockpit Numérique Intelligente (H/F),ACCA,France Travail,Java
3826,Ingénieur développeur logiciel Oracle JAVA (H/F),,France Travail,Java
3828,Ingénieur de développement logiciel JAVA (H/F),,France Travail,Java
3856,Ingénieure / Ingénieur logiciel fullstack expérimenté (H/F),Forums Talents Handicap,France Travail,Java
10,LEAD DATA SCIENTIST F/H,Expectra,APEC,Scala
31,Senior Data Scientist F/H,Air Liquide,APEC,Scala
46,Lead Data Scientist F/H,Hellowork,APEC,Scala
60,Data Scientist Confirmé – Python / Spark / Scala / Databricks F/H,INOVELYA,APEC,Scala
79,Lead data F/H,AMILTONE,APEC,Scala
88,Tech Lead Machine Learning F/H,CDC Informatique,APEC,Scala
90,Data engineer F/H,AMILTONE,APEC,Scala
91,Data engineer F/H,AMILTONE,APEC,Scala
95,Tech Lead Data Science F/H,Safran Aircraft Engines,APEC,Scala
96,Ingénieur DataScientist F/H,TYFALI & BRO'S,APEC,Scala
97,Architecte technique du SID F/H,Caisse Nationale de l'Assurance Maladie,APEC,Scala
104,Ingénieur IA F/H,Hellowork,APEC,Scala
111,Data Architecte F/H,AMITA,APEC,Scala
112,Data Engineer Expert F/H,STACKWAZE,APEC,Scala
118,Tech Lead Data Engineer MLOps AWS F/H,Safran Aircraft Engines,APEC,Scala
121,MLOps Engineer F/H,KPMG SA,APEC,Scala
122,Data Engineer F/H,CONSTENCIA,APEC,Scala
124,Lead Data Engineer F/H,SKIILS,APEC,Scala
125,Chef de projet Data Lake F/H,RANDSTAD DIGITAL FRANCE,APEC,Scala
128,Data Engineer Senior F/H,Norsys,APEC,Scala
133,Data Scienstist F/H,ENOVALIFE,APEC,Scala
139,Data Engineer F/H,BS DIGITAL,APEC,Scala
250,Développeur back Ruby confirmé - Scale-up Fintech F/H,Octopus IT,APEC,Scala
739,Analyste SOC N3 F/H,RANDSTAD DIGITAL FRANCE,APEC,Scala
809,Analyste SOC N2 F/H,RANDSTAD DIGITAL FRANCE,APEC,Scala
1013,Data Engineer F/H,Bureau des Talents,APEC,Scala
1054,Data Engineer F/H,Hellowork,APEC,Scala
1064,Senior Data Engineer F/H,Bureau des Talents,APEC,Scala
1101,DATA ENGINEER GCP/ paris F/H,ETHNOL CONSULTING,APEC,Scala
1106,Data Engineer F/H,Engagement Jeunes,APEC,Scala
1141,&Cloud Data Engineer GCP Terraform F/H,digiRocks,APEC,Scala
1155,Senior Data Engineer F/H,cadremploi,APEC,Scala
1173,Data Engineer – Spark/Scala Specialist F/H,CAPGEMINI TECHNOLOGY SERVICES,APEC,Scala
1200,Senior R&D GO Engineer - Data & Cybersecurity F/H,Hellowork,APEC,Scala
1202,Big Data Engineer - services financiers - ile de France F/H,CARREVOLUTIS,APEC,Scala
1205,Lead Back-End Software & Data Engineer – Streaming de données F/H,Welcome to the Jungle,APEC,Scala
1206,Lead Back-End Software & Data Engineer – Streaming de données F/H,Welcome to the Jungle,APEC,Scala
1229,Senior Software Engineer F/H,MATCHEE,APEC,Scala
1290,Développeur Full-Stack Java - Angular F/H,UNITED SOLUTIONS,APEC,Scala
1305,Lead QA Engineer F/H,CONSTENCIA,APEC,Scala
1319,Senior Software Engineer F/H,CISION,APEC,Scala
1349,Network Engineer Expert (F5 LTM) F/H,REDOPUS,APEC,Scala
1451,Product Manager F/H,CONSTENCIA,APEC,Scala
1461,Ingénieur Développement Mobile F/H,CONSTENCIA,APEC,Scala
1477,Développeur Fullstack JS F/H,OPT'IN Recrutement,APEC,Scala
1553,Architecte SAP F/H,SIGNE,APEC,Scala
1580,Architecte SAP F/H,SIGNE,APEC,Scala
1674,Ingénieur Produit Senior Full Stack / CTO F/H,ETHNOL CONSULTING,APEC,Scala
1764,Tech Lead F/H,BERGER-LEVRAULT,APEC,Scala
1767,Tech Lead IA F/H,BERGER-LEVRAULT,APEC,Scala
2672,Data Scientist (H/F),,France Travail,Scala
2676,Data Scientist & MLOPS H/F (H/F),SOCIETE POUR L'INFORMATIQUE INDUSTRIELLE,France Travail,Scala
2677,Data scientist (F/H),EXPECTRA,France Travail,Scala
2697,Data Scientist (H/F),KLANIK,France Travail,Scala
2708,Data scientist (H/F),,France Travail,Scala
2711,Data scientist (H/F),,France Travail,Scala
2716,Data scientist f/h,,France Travail,Scala
2717,"Data Scientist (IA Générative, MLOps/LLMOps) (H/F)",Act Digital France,France Travail,Scala
2723,Data Scientist (H/F),Forums Talents Handicap,France Travail,Scala
2743,Data scientist (H/F),,France Travail,Scala
2758,Data Engineer H/F,,France Travail,Scala
2759,Data Engineer (H/F),,France Travail,Scala
2760,Data Engineer H/F,,France Travail,Scala
2773,Data Engineer - Expert Snowflake & DBT (H/F/NB),Trimane,France Travail,Scala
2782,"Consultant Senior ou Manager Data Architect - secteur Financier, H/F",EY,France Travail,Scala
2785,Manager Data Factory H/F,Groupama,France Travail,Scala
2798,Machine Learning Engineer H/F,BNP Paribas,France Travail,Scala
2819,GENAI AGENT ENGINEER - H/F,CLS,France Travail,Scala
2846,Senior Data Analyst (H/F),LA CADETTE,France Travail,Scala
2971,DATA-ENGINEER CONFIRMÉ - H/F,ATOL CONSEILS ET DEVELOPPEMENTS,France Travail,Scala
2972,DATA-ENGINEER CONFIRMÉ - H/F,ATOL CONSEILS ET DEVELOPPEMENTS,France Travail,Scala
2990,Expert Databricks - Secteur public H/F,VIVERIS,France Travail,Scala
3003,Data Engineer / Snowflake (H/F),SILAMIR,France Travail,Scala
3004,Lead Data Engineer (H/F),LUCKY CART,France Travail,Scala
3005,Data engineer (H/F),MSL FRANCE,France Travail,Scala
3007,Analytics Engineer (H/F),PRINTEMPS,France Travail,Scala
3008,Senior Software Engineer (H/F),e-Science Data Factory,France Travail,Scala
3009,Senior DevOps / Platform Engineer (H/F),WIZBII,France Travail,Scala
3026,Expert Big Data (H/F),OSMOZIUM,France Travail,Scala
3030,Développeur Java confirmé H/F (H/F),POTENTIEL HUMAIN,France Travail,Scala
3046,Data engineer (H/F),AMILTONE,France Travail,Scala
3048,Azure / Fabric Data Engineer (Microsoft) (H/F),,France Travail,Scala
3050,Data Engineer GCP Senior (H/F),,France Travail,Scala
3058,Data Engineer (H/F),,France Travail,Scala
3063,Data Engineer (H/F),,France Travail,Scala
3065,Senior Data Engineer (H/F),Forums Talents Handicap,France Travail,Scala
3069,Tech Lead Data Engineer MLOps AWS F/H - Informatique de gestion (H/F),Safran Aircraft Engines,France Travail,Scala
3071,Data Engineer H/F,BS DIGITAL,France Travail,Scala
3075,Consultante/Consultant Data Engineer (H/F),Forums Talents Handicap,France Travail,Scala
3080,DATA Engineer senior - DCoE France (H/F),,France Travail,Scala
3081,DATA Engineer senior - DCoE France (H/F),,France Travail,Scala
3082,Data Engineer (H/F),KLANIK,France Travail,Scala
3083,Data Engineer F/H - Création (H/F),AKKODIS FRANCE SAS,France Travail,Scala
3086,DATA Engineer senior - DCoE France (H/F),Forums Talents Handicap,France Travail,Scala
3087,DATA Engineer senior - DCoE France (H/F),Forums Talents Handicap,France Travail,Scala
3089,Data Engineer PySpark - Data Factory - Services Financiers - Ile de France (H/F),Forums Talents Handicap,France Travail,Scala
3090,Data Engineer - H/F,Media Participations,France Travail,Scala
3097,Data Engineer (H/F),,France Travail,Scala
3101,Data Science & IA Engineer (H/F/NB),Trimane,France Travail,Scala
3103,Senior Data Engineer H/F,PIERRE et VACANCES-CENTER PARCS,France Travail,Scala
3104,Lead Data Engineer Bordeaux (H/F),,France Travail,Scala
3107,Tech Lead Data Engineer H/F,JEMS,France Travail,Scala
3112,DATA ANALYTICS BACKEND ENGINEER - H/F,WALLIX,France Travail,Scala
3115,Tech lead data engineer mlops aws f/h,,France Travail,Scala
3127,Lead Data Engineer Cloud Azure Et - Ou Gcp H/F,VISEO,France Travail,Scala
3128,Data Engineer Cloud Snowflake - Confirmé H/F,VISEO,France Travail,Scala
3130,Data Engineer Confirmé - Pyspark - Dataiku - Services Financiers - Ile de France H/F,Sopra Steria,France Travail,Scala
3131,Senior Data Engineer H/F,Externatic,France Travail,Scala
3132,Senior data engineer H/F,Externatic,France Travail,Scala
3134,Engineer Analytics (GCP / dbt) (H/F),,France Travail,Scala
3136,Ingénieur Data - Socle Data (H/F),BNP Paribas Mission Handicap,France Travail,Scala
3138,Data manager (H/F),,France Travail,Scala
3139,DEEP - Data Platform Specialist (H/F),,France Travail,Scala
3140,Gitlab Platform Engineer H/F,,France Travail,Scala
3141,Data Ingénieur H/F,,France Travail,Scala
3143,Alternance Data Engineers - Courbevoie (F/H) (H/F),,France Travail,Scala
3147,Data manager (H/F),,France Travail,Scala
3148,Data manager (H/F),,France Travail,Scala
3149,Data manager (H/F),,France Travail,Scala
3155,Data manager (H/F),,France Travail,Scala
3157,Data manager (H/F),,France Travail,Scala
3158,Ingénieur / Ingénieure big data (404282) (H/F),X-FAB France SAS,France Travail,Scala
3161,Développeur Big Data (H/F),,France Travail,Scala
3164,Data manager (H/F),,France Travail,Scala
3167,Data manager (H/F),,France Travail,Scala
3181,Data manager (H/F),,France Travail,Scala
3210,Développeur Big Data (H/F),,France Travail,Scala
3212,Data manager (H/F),,France Travail,Scala
3217,Senior Consultant/Manager en Intelligence Artificielle et Data (H/F),Forums Talents Handicap,France Travail,Scala
3235,Data manager (H/F),,France Travail,Scala
3241,INGÉNIEUR DATA EXPÉRIMENTÉ (H/F),,France Travail,Scala
3242,Consultant Data (F/H) - apprentissage (H/F),,France Travail,Scala
3245,Data manager (H/F),,France Travail,Scala
3246,Développeur / Développeuse Big Data (H/F),Thales Services Numériques Sas,France Travail,Scala
3247,Data manager (H/F),,France Travail,Scala
3258,Tech Lead Data H/F,JEMS,France Travail,Scala
3262,Data manager (H/F),,France Travail,Scala
3309,Machine Learning Engineer - H/F/NB,,France Travail,Scala
3311,Senior Machine Learning Engineer (H/F),,France Travail,Scala
3336,Lead data (H/F),AMILTONE,France Travail,Scala
3351,Développeur MLOps expérimenté (H/F),Soors,France Travail,Scala
3367,Ingénieur Full Stack F/H (H/F),FAB Group,France Travail,Scala
3370,Consultant / Consultante green IT h/f,,France Travail,Scala
3371,Consultant / Consultante green IT h/f,,France Travail,Scala
3372,Consultant / Consultante informatique h/f,,France Travail,Scala
3393,Développeur Fullstack JS (H/F),OPT'IN Recrutement,France Travail,Scala
3396,Développeur intelligence artificielle (H/F),,France Travail,Scala
3404,Designer manager h/f,,France Travail,Scala
3424,Chef de projet technique IA (H/F/NB),Trimane,France Travail,Scala
3441,Développeur Expert Python Générative AI (H/F),BK CONSULTING,France Travail,Scala
3443,Senior planner h/f,,France Travail,Scala
3446,Consultant Senior - Ingénieur IA H/F,Talan,France Travail,Scala
3459,Développeur Python – DeepTech SaaS H/F,Externatic,France Travail,Scala
3474,[Offre interne] Ingénieur-MLOps & DevOps (H/F),,France Travail,Scala
3475,"Responsable Données pour programme Aval du Futur et adjoint au Directeur Qualité, Méthodes et Outils F/H (H/F)",,France Travail,Scala
3479,Architecte Data (H/F),,France Travail,Scala
3495,DELIVERY MANAGER SI (H/F),PRESTANOVA,France Travail,Scala
3503,Consultant business intelligence (H/F),,France Travail,Scala
3527,Business process Analyst SAP F/H - Marketing (H/F),MICHAEL PAGE INTERNATIONAL FRANCE,France Travail,Scala
3575,Consultant Analytics & IA Transverse DCoE - France (H/F),,France Travail,Scala
3612,Ingénieur / Ingénieure logiciel (H/F),DIOXYCLE,France Travail,Scala
3628,Ingénieur/e en Intelligence Artificielle - Edition de logiciels - Île de France (H/F),,France Travail,Scala
3630,Architecte intelligence artificielle (H/F),,France Travail,Scala
3637,Lead AI Engineer (F/H) - MASSY (H/F),,France Travail,Scala
3640,Directeur·trice Senior de Projets IA –Transformation Digitale-H/F,Twenty One Talents,France Travail,Scala
3645,Alternance Développeur IA H/F - Villennes-sur-Seine (F/H),,France Travail,Scala
3651,LEAD IA & AGENTIC (H/F) (SENIOR),,France Travail,Scala
3664,Team Lead IA - F/H,,France Travail,Scala
3675,Alternance Développeur IA H/F - Villennes-sur-Seine (F/H),,France Travail,Scala
3691,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,Scala
3703,Ingénieur Architecte Logiciel (H/F),,France Travail,Scala
3741,ARCHITECTE LOGICIEL DEVOPS (H/F),LACOUR CONCEPT,France Travail,Scala
3755,Technicien / Technicienne support logiciel (H/F),NEXTGEN,France Travail,Scala
3760,Ingénieur / Ingénieure logiciel informatique (H/F),HYVOR,France Travail,Scala
3769,Chargé support et formation logiciel (H/F),ROSARA,France Travail,Scala
3792,Ingénieur(e) Logiciel H/F,,France Travail,Scala
3798,Ingénieur logiciel .NET/Node H/F,,France Travail,Scala
3805,Software Engineer confirmé.e - Innovation logiciel - Île de France (H/F),,France Travail,Scala
3822,Ingénieur(e) développement Logiciel (Senior Developer Full Stack) (H/F),,France Travail,Scala
3851,Alternance Développeur/euse full stack - logiciel Saas - Paris (F/H) (H/F),,France Travail,Scala
3855,Architecte Logiciel H/F,,France Travail,Scala
50,Data Scientist – Machine Deep learning F/H,Davidson Consulting,APEC,C++
1654,DEVELOPPEUR C++/C# F/H,Médiane Système,APEC,C++
1672,Développeur C/C++ F/H,OneSide Technologies,APEC,C++
1728,INGÉNIEUR DE DÉVELOPPEMENT LOGICIEL C++ POUR L’EDA F/H,DEFACTO TECHNOLOGIES,APEC,C++
2707,Ingénieur R&D Data Scientist expérimenté (H/F),IRT JULES VERNE,France Travail,C++
2726,Data Scientist Roboticien (H/F),Forums Talents Handicap,France Travail,C++
3078,"Data Engineer F/H - Système, réseaux, données (H/F)",MICHAEL PAGE INTERNATIONAL FRANCE,France Travail,C++
3279,Consultant IT (H/F),,France Travail,C++
3334,INGÉNIEUR(E) FPGA CONFIRMÉ(E) H/F,,France Travail,C++
3343,MANAGER SUP SIMULATIONS ET MODELES H/F,,France Travail,C++
3352,Développeur de Code Systèmes pour Stellarator H/F,,France Travail,C++
3599,Ingénieur de recherche en IA (H/F),ECOLE NORMALE SUPERIEURE,France Travail,C++
3686,Développeur logiciel 3d simulateurs de vol (h/f),,France Travail,C++
3688,Architecte logiciel (H/F),,France Travail,C++
3692,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,C++
3696,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,C++
3697,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,C++
3699,Ingénieur / Ingénieure développement logiciel informatique (H/F),Thales Services Numériques Sas,France Travail,C++
3715,Ingénieur(e) en développement logiciel applicatif CAA/C++ (H/F),CORIOLIS COMPOSITES,France Travail,C++
3716,Ingénieur Développement Logiciel - LabWindows CVI/TestStand F/H,ADENEO,France Travail,C++
3725,Ingénieur logiciel (H/F),EPSYL,France Travail,C++
3737,Expert QA - Logiciel Industriel (H/F),AK RECRUTEMENT,France Travail,C++
3747,Ingénieur Système et Logiciel (H/F),GORGY TIME,France Travail,C++
3754,Ingénieur Logiciel / Modélisation - Systèmes Temps Réel Critiques (H/F),ASTC,France Travail,C++
3763,Ingénieur Développement Logiciel C++ (H/F),PRYSM,France Travail,C++
3771,Ingénieur Logiciel - Développement Algorithmique (FPGA) (H/F),NANOXPLORE,France Travail,C++
3772,Ingénieur Logiciel - Développement IHM (FPGA) H/F (H/F),NANOXPLORE,France Travail,C++
3773,Ingénieur Logiciel Senior - Développement Algorithmique RTL FPGA (H/F),NANOXPLORE,France Travail,C++
3774,Ingénieur Logiciel Senior - Développement Algorithmique (FPGA) (H/F),NANOXPLORE,France Travail,C++
3779,Offre ingenieur Développement Electronique et logiciel embarqué (H/F),BKTEL PHOTONICS,France Travail,C++
3800,Architecte logiciel - BU Défense & Sécurité - Le Plessis-Robinson (H/F),,France Travail,C++
3801,Ingénieur logiciel embarqué (H/F),,France Travail,C++
3809,Architecte logiciel Naval (H/F),B-HIVE,France Travail,C++
3813,Ingénieur de développement logiciel JAVA (H/F),,France Travail,C++
3824,Ingénieur en Logiciel de Cockpit Numérique Intelligente (H/F),ACCA,France Travail,C++
3837,Ingénieur Logiciel Embarqué & IoT (H/F),Médiane Système,France Travail,C++
3839,Responsable équipe logiciel embarqué (H/F),Médiane Système,France Travail,C++
3848,Expert Logiciel Embarqué C++ H/F,,France Travail,C++
3853,Développeur/se logiciel embarqué - C++ - Aéroline - Toulon (H/F),,France Travail,C++
28,Ingénieur Data Scientist F/H,BLOCKSI SAS,APEC,SAS
74,Ingénieur Data Scientist Confirmé - Industrie - le Plessis Robinson F/H,Hellowork,APEC,SAS
80,Data officer - data factory F/H,EURO-INFORMATION DEVELOPPEMENTS,APEC,SAS
81,Data officer - data factory F/H,EURO-INFORMATION DEVELOPPEMENTS,APEC,SAS
136,Data Engineer Snowflake F/H,SWORD FRANCE SAS,APEC,SAS
2692,Data scientist (H/F),,France Travail,SAS
2746,CHARGÉ(E) D'ÉTUDES ÉCONOMIQUES / DATA SCIENTIST SUR LE SUIVI DES INSCRITS À FRANCE TRAVAIL (H/F),,France Travail,SAS
2766,Analyste Data (M/F) (H/F),,France Travail,SAS
2801,Expert Modèles et Processus d’Octroi de crédit H/F,CGL,France Travail,SAS
2828,Data Analyst F/H - CDI (H/F),MOAÏ,France Travail,SAS
2896,"Business Data Analyst F/H - Système, réseaux, données (H/F)",MATMUT,France Travail,SAS
2942,Data analyst (H/F),,France Travail,SAS
3015,Ingénieur DATA niveau 3 Dataiku (H/F),BEEHIVE DIGITAL,France Travail,SAS
3022,Data manager (H/F),FONDAT REGION OUEST LIGUE CANCER,France Travail,SAS
3036,Chargé(e) Etudes Qualité des Données Solvabilité 2 (QDD S2) (H/F),CAMACTE,France Travail,SAS
3105,Technical data engineer (d/f/m) (h/f),,France Travail,SAS
3145,Data manager (H/F),,France Travail,SAS
3155,Data manager (H/F),,France Travail,SAS
3212,Data manager (H/F),,France Travail,SAS
3229,DATA MANAGER (H/F),FHF,France Travail,SAS
3247,Data manager (H/F),,France Travail,SAS
3294,Ingénieur en efficacité énergétique (H/F),CEDRUS SOLUTIONS,France Travail,SAS
3327,Analyste programmeur (m/f) (réf. E) (réf. F) (réf. M) (H/F),,France Travail,SAS
3397,Chargé d’études et de production statistique (m/f) (réf. E) (réf. F) (réf. M) (H/F),,France Travail,SAS
3717,Chargé(e) de Mission Déploiement logiciel ENORIA (H/F),DIOCESE D ANNECY EVECHE,France Travail,SAS
3756,Ingénieur(e) logiciel & énergie - CDI à Lyon (H/F),ALTER WATT,France Travail,SAS
3285,RESPONSABLE AUTOMATIQUE R&D ROBOTIQUE (H/F),TALENT IN SIGHT,France Travail,Matlab
3334,INGÉNIEUR(E) FPGA CONFIRMÉ(E) H/F,,France Travail,Matlab
3385,Ingénieur Efficacité Energétique et Performances Environnementales H/F,Chantiers de l'Atlantique,France Travail,Matlab
2829,Stage/alternance - Data analyst (F/H) (H/F),NOVOMA,France Travail,VBA
2890,DATA ANALYST H/F,forceinterim,France Travail,VBA
2916,Data analyst (H/F),,France Travail,VBA
2926,Data analyst (H/F),Gojob,France Travail,VBA
2933,DATA ANALYST COMMERCE / TRANSPORT (H/F),CABINET DE RECRUTEMENT SUPPLAY STRASBOURG,France Travail,VBA
2951,Data Analyst H/F,,France Travail,VBA
2957,Data analyst (H/F),,France Travail,VBA
3022,Data manager (H/F),FONDAT REGION OUEST LIGUE CANCER,France Travail,VBA
3036,Chargé(e) Etudes Qualité des Données Solvabilité 2 (QDD S2) (H/F),CAMACTE,France Travail,VBA
3297,Chargé d'études actuarielles H/F (H/F),HEYME,France Travail,VBA
3300,Chargé.e d'études - Modélisation Trafic & Recettes (H/F),GRAND EST MOBILITES,France Travail,VBA
3302,Responsable Actuariat H/F Levallois-Perret (H/F),HEYME,France Travail,VBA
58,CP MOA Senior / Data Scientist F/H,VIBTIC,APEC,Spark
60,Data Scientist Confirmé – Python / Spark / Scala / Databricks F/H,INOVELYA,APEC,Spark
84,Data Engineer F/H,ALTERSIS PARIS,APEC,Spark
122,Data Engineer F/H,CONSTENCIA,APEC,Spark
124,Lead Data Engineer F/H,SKIILS,APEC,Spark
139,Data Engineer F/H,BS DIGITAL,APEC,Spark
468,Consultant(e) Data Fabric F/H,Datatorii,APEC,Spark
1101,DATA ENGINEER GCP/ paris F/H,ETHNOL CONSULTING,APEC,Spark
1122,Data Engineer Spark/Scala F/H,CATAMANIA,APEC,Spark
1173,Data Engineer – Spark/Scala Specialist F/H,CAPGEMINI TECHNOLOGY SERVICES,APEC,Spark
1189,Data Engineer Azure Python Pyspark F/H,Hellowork,APEC,Spark
1202,Big Data Engineer - services financiers - ile de France F/H,CARREVOLUTIS,APEC,Spark
2669,DATA SCIENTIST (H/F) AEROMIN,Groupe ADP,France Travail,Spark
2672,Data Scientist (H/F),,France Travail,Spark
2674,Data Scientist (H/F),ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,France Travail,Spark
2680,Architecte Data (H/F),CIORANE,France Travail,Spark
2694,Data scientist (H/F),,France Travail,Spark
2695,Data Scientist ML et IA - SG Retail France (H/F),SG,France Travail,Spark
2697,Data Scientist (H/F),KLANIK,France Travail,Spark
2698,"Data Scientist / Machine Learning Engineer Confirmé F/H - Système, réseaux, données (H/F)",ONEY BANK,France Travail,Spark
2740,DATA SCIENTIST & ANALYSTE PERFORMANCE PV (H/F),Expectra,France Travail,Spark
2758,Data Engineer H/F,,France Travail,Spark
2775,Marketing Data Analyst (F/H) (H/F),AXA,France Travail,Spark
2780,Directeur Data & Intelligence Artificielle (F/H),NEXTGEN RH,France Travail,Spark
2785,Manager Data Factory H/F,Groupama,France Travail,Spark
2802,Consultant.e Data Analyst Power BI F/H - Valoway,Valoway,France Travail,Spark
2803,Consultant.e Data Analyst Power BI F/H - Valoway,Valoway,France Travail,Spark
2817,CDI - RESPONSABLE D'ETUDES TECHNIQUES - H/F,Generali,France Travail,Spark
2911,Data Analyst - Senior (H/F),Act Digital France,France Travail,Spark
2971,DATA-ENGINEER CONFIRMÉ - H/F,ATOL CONSEILS ET DEVELOPPEMENTS,France Travail,Spark
2972,DATA-ENGINEER CONFIRMÉ - H/F,ATOL CONSEILS ET DEVELOPPEMENTS,France Travail,Spark
2990,Expert Databricks - Secteur public H/F,VIVERIS,France Travail,Spark
2995,Data engineer F/H (H/F),XPEHO,France Travail,Spark
2996,Data engineer (H/F),INVIVOO,France Travail,Spark
3001,Data engineer (H/F),,France Travail,Spark
3019,Ingénieur data / traitement de la donnée F/H (H/F),SKILLS AND AFFINITY,France Travail,Spark
3026,Expert Big Data (H/F),OSMOZIUM,France Travail,Spark
3048,Azure / Fabric Data Engineer (Microsoft) (H/F),,France Travail,Spark
3062,Senior Data Engineer Databricks H/F,,France Travail,Spark
3065,Senior Data Engineer (H/F),Forums Talents Handicap,France Travail,Spark
3066,Data Engineer - Transport - Nantes (H/F),Forums Talents Handicap,France Travail,Spark
3070,Data engineer (H/F),KLANIK,France Travail,Spark
3072,Data Engineer (H/F),Soors,France Travail,Spark
3076,Data Engineer DataIku - Services Financiers – Lille (H/F),Forums Talents Handicap,France Travail,Spark
3077,Data Engineer senior - Services Financiers - Lille (H/F),Forums Talents Handicap,France Travail,Spark
3082,Data Engineer (H/F),KLANIK,France Travail,Spark
3083,Data Engineer F/H - Création (H/F),AKKODIS FRANCE SAS,France Travail,Spark
3088,Data Engineer - Aerospatial - Toulouse (H/F),Forums Talents Handicap,France Travail,Spark
3089,Data Engineer PySpark - Data Factory - Services Financiers - Ile de France (H/F),Forums Talents Handicap,France Travail,Spark
3090,Data Engineer - H/F,Media Participations,France Travail,Spark
3092,Data Engineer DataIku - Services Financiers - Ile-de-France (H/F),,France Travail,Spark
3095,Data Engineer Java Spark (H/F),DGTL Performance,France Travail,Spark
3098,Data Engineer Confirmé - Assurance - Lille H/F,Sopra Steria,France Travail,Spark
3102,Data Engineer (H/F),DGTL Performance,France Travail,Spark
3114,Data Engineer Senior - Aws - Marseille H/F,Sopra Steria,France Travail,Spark
3119,DATA ENGINEER (H/F),Expectra,France Travail,Spark
3120,Tech Lead Data Engineer GCP - Paris (H/F),,France Travail,Spark
3127,Lead Data Engineer Cloud Azure Et - Ou Gcp H/F,VISEO,France Travail,Spark
3128,Data Engineer Cloud Snowflake - Confirmé H/F,VISEO,France Travail,Spark
3129,Data Engineer Cloud Azure - Confirmé H/F,VISEO,France Travail,Spark
3130,Data Engineer Confirmé - Pyspark - Dataiku - Services Financiers - Ile de France H/F,Sopra Steria,France Travail,Spark
3136,Ingénieur Data - Socle Data (H/F),BNP Paribas Mission Handicap,France Travail,Spark
3138,Data manager (H/F),,France Travail,Spark
3143,Alternance Data Engineers - Courbevoie (F/H) (H/F),,France Travail,Spark
3146,Data manager (H/F),,France Travail,Spark
3151,Data manager (H/F),,France Travail,Spark
3153,Data manager (H/F),,France Travail,Spark
3155,Data manager (H/F),,France Travail,Spark
3156,Data manager (H/F),,France Travail,Spark
3161,Développeur Big Data (H/F),,France Travail,Spark
3168,Data manager (H/F),,France Travail,Spark
3181,Data manager (H/F),,France Travail,Spark
3182,Data manager (H/F),,France Travail,Spark
3211,Data manager (H/F),,France Travail,Spark
3212,Data manager (H/F),,France Travail,Spark
3218,Data manager (H/F),,France Travail,Spark
3220,Développeur / Développeuse Big Data (H/F),Thales Services Numériques Sas,France Travail,Spark
